Id,LotShape,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,OverallQual,OverallCond,SalePrice
544,Reg,Gtl,TA,TA,Gd,TA,Av,GLQ,LwQ,Ex,TA,Typ,NA,Fin,TA,TA,Y,NA,NA,7,5,133000
545,IR1,Gtl,Gd,TA,Gd,Gd,Av,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,7,5,179665
546,IR1,Gtl,Gd,Gd,Gd,Gd,No,GLQ,LwQ,Gd,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,7,5,229000
547,IR1,Gtl,TA,TA,Gd,TA,No,Rec,Unf,Ex,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,6,7,210000
548,Reg,Gtl,TA,Gd,Gd,TA,Av,ALQ,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,7,129500
549,IR1,Gtl,TA,Gd,TA,TA,No,LwQ,Rec,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,MnPrv,5,7,125000
550,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,263000
551,Reg,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,NA,6,6,140000
552,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,TA,Typ,NA,Fin,TA,TA,Y,NA,NA,5,6,112500
553,IR1,Gtl,Gd,TA,Ex,TA,Av,Unf,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,255500
554,Reg,Gtl,TA,TA,NA,NA,NA,NA,NA,Ex,Gd,Typ,NA,Fin,TA,TA,N,NA,MnPrv,4,5,108000
555,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,7,5,284000
556,Reg,Gtl,TA,TA,TA,Fa,No,Unf,Unf,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,5,6,113000
557,IR1,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,TA,Fin,TA,TA,Y,NA,MnWw,5,5,141000
558,Reg,Mod,TA,TA,TA,TA,No,Rec,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,6,108000
559,IR2,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,Ex,TA,Typ,TA,Unf,TA,TA,Y,NA,NA,7,5,175000
560,Reg,Gtl,Gd,TA,Gd,TA,Gd,Unf,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,7,5,234000
561,IR1,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,TA,Mod,Gd,Unf,TA,TA,Y,NA,NA,5,6,121500
562,Reg,Mod,TA,TA,Gd,TA,Av,ALQ,LwQ,Gd,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,5,5,170000
563,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Ex,TA,Typ,Gd,NA,NA,NA,Y,NA,NA,5,6,108000
564,Reg,Gtl,TA,TA,Gd,TA,Mn,Unf,Unf,Ex,TA,Typ,Gd,Fin,TA,TA,N,NA,NA,6,7,185000
565,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,7,5,268000
566,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,Fa,Typ,NA,Unf,TA,TA,Y,NA,NA,6,4,128000
567,IR1,Gtl,Gd,TA,Gd,Gd,No,Unf,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,9,5,325000
568,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,214000
569,IR1,Mod,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Min2,Gd,Fin,Gd,TA,Y,NA,NA,8,8,316600
570,IR1,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,TA,TA,Typ,TA,Unf,TA,TA,Y,NA,NA,5,5,135960
571,IR1,Gtl,TA,TA,TA,TA,No,LwQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,142600
572,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,6,6,120000
573,IR1,Gtl,TA,TA,Ex,TA,Av,Unf,Unf,Gd,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,224500
574,IR1,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,7,5,170000
575,Reg,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,GdWo,5,7,139000
576,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,118500
577,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,7,7,145000
578,IR1,Gtl,TA,TA,TA,TA,Av,LwQ,ALQ,Ex,TA,Typ,Fa,RFn,TA,TA,Y,NA,NA,5,6,164500
579,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,7,5,146000
580,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,NA,Unf,Fa,TA,Y,NA,NA,5,5,131500
581,IR1,Gtl,TA,TA,TA,TA,No,BLQ,Rec,Ex,Gd,Typ,Gd,Unf,TA,TA,Y,NA,NA,6,6,181900
582,Reg,Gtl,Ex,TA,Ex,TA,No,Unf,Unf,Ex,Ex,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,253293
583,Reg,Gtl,TA,Gd,Gd,TA,Av,GLQ,Unf,TA,TA,Typ,NA,NA,NA,NA,Y,NA,NA,6,5,118500
584,Reg,Gtl,Ex,Ex,TA,TA,No,Unf,Unf,Gd,Gd,Typ,Gd,Unf,Gd,TA,Y,NA,NA,10,9,325000
585,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,4,7,133000
586,Reg,Gtl,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,369900
587,Reg,Gtl,TA,Gd,TA,Gd,Mn,Rec,ALQ,Ex,Fa,Typ,NA,Fin,TA,TA,N,NA,MnWw,6,7,130000
588,IR1,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,6,137000
589,IR1,Sev,TA,TA,TA,TA,Gd,GLQ,Unf,Ex,Ex,Typ,Gd,Unf,TA,TA,Y,NA,NA,5,8,143000
590,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,Unf,TA,TA,P,NA,NA,5,6,79500
591,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,185900
592,IR1,Gtl,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,Ex,Typ,Gd,RFn,TA,TA,Y,NA,NA,10,5,451950
593,Reg,Gtl,TA,Gd,TA,Gd,No,GLQ,Unf,Ex,TA,Typ,NA,Fin,TA,TA,Y,NA,NA,5,8,138000
594,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,6,5,140000
595,IR1,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,5,6,110000
596,IR1,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,8,5,319000
597,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,NA,Unf,TA,Fa,N,NA,NA,6,7,114504
598,Reg,Gtl,Gd,TA,Ex,TA,Av,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,194201
599,Reg,Gtl,TA,TA,Gd,TA,Mn,ALQ,LwQ,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,5,6,217500
600,Reg,Gtl,TA,Gd,Gd,TA,No,LwQ,GLQ,TA,TA,Typ,TA,Fin,TA,TA,Y,NA,GdPrv,6,6,151000
601,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,275000
602,Reg,Gtl,TA,Gd,TA,TA,No,Unf,Unf,TA,Gd,Typ,Gd,Unf,TA,TA,P,NA,NA,6,6,141000
603,IR1,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,8,5,220000
604,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,151000
605,IR1,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,7,5,221000
606,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,Fa,Unf,TA,TA,Y,NA,NA,7,6,205000
607,IR2,Mod,TA,Gd,Gd,TA,No,GLQ,Unf,Gd,Gd,Typ,NA,Unf,TA,TA,Y,NA,GdPrv,5,5,152000
608,Reg,Mod,TA,Gd,TA,Gd,No,GLQ,Unf,Ex,Ex,Typ,NA,Unf,TA,TA,Y,NA,NA,5,8,225000
609,Reg,Mod,TA,TA,Gd,TA,Mn,BLQ,Unf,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,8,6,359100
610,Reg,Gtl,TA,Fa,TA,TA,Mn,Rec,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,5,118500
611,Reg,Gtl,Gd,TA,Ex,TA,Mn,GLQ,Unf,Ex,Ex,Typ,Ex,Fin,TA,TA,Y,NA,NA,9,5,313000
612,IR1,Gtl,TA,TA,Gd,TA,Av,ALQ,Unf,TA,TA,Typ,TA,Unf,TA,TA,Y,NA,MnPrv,6,6,148000
613,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Ex,Typ,TA,RFn,TA,TA,Y,NA,NA,8,5,261500
614,Reg,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,Ex,TA,Typ,NA,NA,NA,NA,Y,NA,NA,5,5,147000
615,Reg,Gtl,TA,TA,Gd,TA,Av,LwQ,GLQ,Ex,TA,Typ,NA,NA,NA,NA,Y,NA,NA,4,6,75500
616,Reg,Gtl,TA,Gd,TA,TA,Gd,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,MnPrv,6,7,137500
617,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,6,5,183200
618,Reg,Mod,TA,TA,TA,TA,No,Unf,Unf,Gd,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,6,6,105500
619,Reg,Gtl,Ex,TA,Ex,TA,Av,GLQ,Unf,Ex,Gd,Typ,Gd,Unf,TA,TA,Y,NA,NA,9,5,314813
620,Reg,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,305000
621,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,NA,NA,NA,NA,N,NA,NA,3,3,67000
622,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Rec,TA,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,6,7,240000
623,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,6,135000
624,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,Unf,TA,TA,Y,NA,NA,6,5,168500
625,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,TA,Min2,TA,RFn,TA,TA,Y,NA,NA,6,5,165150
626,IR1,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,6,6,160000
627,IR1,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Min1,TA,RFn,TA,TA,Y,NA,GdWo,5,5,139900
628,Reg,Gtl,TA,TA,TA,TA,Av,BLQ,LwQ,Ex,TA,Typ,Gd,RFn,TA,TA,Y,NA,NA,6,6,153000
629,IR1,Sev,TA,TA,Gd,TA,Av,Rec,Unf,TA,Fa,Typ,TA,Unf,TA,TA,Y,NA,NA,5,5,135000
630,Reg,Gtl,TA,TA,TA,TA,Gd,GLQ,Rec,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,GdPrv,6,5,168500
631,Reg,Gtl,TA,TA,Fa,Fa,No,Unf,Unf,TA,Ex,Typ,NA,Unf,Fa,Po,N,NA,MnPrv,5,6,124000
632,Reg,Gtl,Gd,TA,Gd,Gd,Mn,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,209500
633,Reg,Gtl,TA,Gd,TA,TA,No,ALQ,Unf,TA,TA,Typ,TA,Fin,TA,TA,Y,NA,NA,7,5,82500
634,Reg,Gtl,TA,TA,TA,TA,No,BLQ,LwQ,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,7,139400
635,Reg,Gtl,TA,TA,TA,TA,No,GLQ,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,GdPrv,6,5,144000
636,Reg,Gtl,Fa,TA,TA,Fa,No,LwQ,Unf,Ex,Fa,Typ,NA,NA,NA,NA,N,NA,NA,6,7,200000
637,Reg,Gtl,Fa,Fa,TA,Fa,No,Unf,Unf,Fa,Fa,Maj1,Po,NA,NA,NA,N,NA,NA,2,3,60000
638,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,5,4,93000
639,Reg,Gtl,TA,TA,Fa,TA,No,Unf,Unf,Gd,TA,Typ,NA,NA,NA,NA,P,NA,MnPrv,5,7,85000
640,Reg,Gtl,Gd,TA,Gd,Gd,Av,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,264561
641,IR1,Gtl,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,Ex,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,274000
642,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,7,5,226000
643,Reg,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Gd,Ex,Typ,TA,Fin,TA,TA,Y,NA,MnPrv,8,7,345000
644,Reg,Gtl,TA,TA,TA,TA,No,Rec,BLQ,Ex,TA,Min1,NA,Fin,TA,TA,Y,NA,GdWo,5,5,152000
645,Reg,Gtl,Ex,TA,Ex,TA,Mn,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,9,5,370878
646,IR1,Gtl,TA,TA,TA,TA,No,ALQ,LwQ,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,6,5,143250
647,Reg,Gtl,TA,TA,NA,NA,NA,NA,NA,Gd,TA,Min1,NA,Unf,TA,TA,Y,NA,NA,5,5,98300
648,IR1,Gtl,TA,TA,TA,TA,Mn,Rec,Unf,Ex,TA,Typ,Gd,RFn,TA,TA,Y,NA,NA,6,5,155000
649,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,TA,Unf,TA,TA,Y,NA,NA,6,5,155000
650,Reg,Gtl,TA,TA,Gd,TA,Av,BLQ,GLQ,Gd,TA,Typ,NA,NA,NA,NA,Y,NA,MnPrv,4,6,84500
651,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,6,205950
652,Reg,Gtl,TA,TA,TA,TA,Mn,Unf,Unf,TA,TA,Typ,Gd,Unf,Fa,Po,P,NA,MnPrv,4,5,108000
653,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,7,5,191000
654,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,6,7,135000
655,IR1,Gtl,Gd,Gd,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,8,6,350000
656,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,6,5,88000
657,IR1,Gtl,Gd,TA,TA,TA,No,ALQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,MnPrv,5,7,145500
658,Reg,Mod,TA,Fa,Gd,TA,No,Unf,Unf,TA,TA,Typ,Gd,RFn,TA,TA,P,NA,MnPrv,7,6,149000
659,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,6,5,97500
660,Reg,Gtl,TA,Gd,TA,TA,No,BLQ,Unf,Ex,TA,Typ,NA,Fin,TA,TA,Y,NA,MnPrv,5,7,167000
661,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,7,7,197900
662,IR2,Gtl,Gd,TA,Gd,Gd,No,GLQ,Rec,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,8,7,402000
663,Reg,Gtl,TA,TA,Fa,Fa,No,Unf,Unf,Gd,TA,Maj2,TA,RFn,TA,TA,Y,NA,NA,6,3,110000
664,Reg,Gtl,TA,TA,Gd,TA,Av,BLQ,Rec,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,MnPrv,4,5,137500
665,IR2,Gtl,Gd,TA,Ex,TA,Mn,GLQ,Unf,Ex,Ex,Typ,Ex,Fin,TA,TA,Y,NA,NA,8,5,423000
666,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,8,5,230500
667,IR1,Gtl,TA,Gd,Gd,TA,No,LwQ,Rec,TA,TA,Sev,Po,Unf,TA,TA,Y,NA,NA,6,5,129000
668,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Fa,RFn,TA,TA,Y,NA,NA,6,5,193500
669,Reg,Mod,TA,TA,TA,TA,No,Rec,Unf,Gd,TA,Min2,TA,Unf,TA,TA,Y,NA,NA,5,6,168000
670,Reg,Gtl,TA,TA,Fa,TA,No,Unf,Unf,Ex,Fa,Typ,Gd,Unf,TA,Fa,Y,NA,NA,4,5,137500
671,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,6,5,173500
672,Reg,Gtl,TA,Gd,TA,TA,No,BLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,6,6,103600
673,IR1,Gtl,Gd,TA,Gd,TA,No,ALQ,Unf,TA,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,6,6,165000
674,Reg,Gtl,TA,TA,TA,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,6,7,257500
675,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,Gd,RFn,TA,TA,Y,NA,NA,6,6,140000
676,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,TA,Typ,TA,Unf,TA,TA,Y,NA,NA,6,6,148500
677,Reg,Gtl,TA,TA,TA,Fa,No,Unf,Unf,Fa,TA,Min2,NA,Unf,Fa,Fa,N,NA,NA,4,2,87000
678,Reg,Gtl,Gd,TA,TA,TA,No,Unf,Unf,Ex,Gd,Typ,NA,Unf,Fa,Fa,N,NA,NA,5,8,109500
679,IR1,Gtl,Gd,TA,Ex,TA,Mn,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,372500
680,IR1,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,128500
681,Reg,Gtl,TA,TA,Gd,TA,No,BLQ,BLQ,TA,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,6,5,143000
682,IR2,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,159434
683,Reg,Gtl,TA,TA,Gd,TA,Mn,GLQ,Unf,Ex,Gd,Typ,Gd,Unf,TA,TA,Y,NA,NA,6,5,173000
684,IR1,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,9,5,285000
685,IR2,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Gd,TA,Typ,NA,Fin,TA,TA,Y,NA,NA,7,5,221000
686,IR1,Gtl,Gd,TA,Gd,TA,Mn,GLQ,LwQ,Gd,Gd,Min1,TA,Fin,TA,TA,Y,NA,NA,7,5,207500
687,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,7,6,227875
688,IR2,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,7,5,148800
689,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,6,392000
690,IR1,Gtl,Gd,TA,Gd,TA,Av,ALQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,6,5,194700
691,Reg,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,6,5,141000
692,IR1,Gtl,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,Ex,Typ,Ex,Fin,TA,TA,Y,NA,NA,10,6,755000
693,IR1,Mod,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,7,5,335000
694,Reg,Sev,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,6,108480
695,Reg,Gtl,TA,Fa,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,5,6,141500
696,IR1,Gtl,TA,TA,Gd,Gd,No,GLQ,LwQ,Gd,Gd,Typ,TA,Unf,TA,TA,Y,NA,NA,6,6,176000
697,Reg,Gtl,TA,TA,TA,TA,No,LwQ,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,7,89000
698,IR1,Gtl,TA,TA,Ex,Gd,Mn,LwQ,ALQ,Fa,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,7,123500
699,Reg,Gtl,TA,Gd,TA,TA,No,GLQ,BLQ,Ex,TA,Typ,Gd,Unf,TA,TA,Y,NA,MnPrv,5,8,138500
700,IR2,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,196000
701,Reg,Gtl,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,312500
702,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,7,5,140000
703,IR1,Gtl,Ex,TA,Ex,Gd,No,Unf,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,361919
704,Reg,Gtl,TA,Gd,Gd,TA,No,Unf,Unf,Gd,Gd,Typ,Po,Unf,TA,TA,N,NA,MnPrv,5,9,140000
705,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,213000
706,Reg,Gtl,Fa,Fa,NA,NA,NA,NA,NA,Fa,Fa,Mod,NA,NA,NA,NA,N,NA,NA,4,5,55000
707,IR2,Sev,TA,TA,Gd,TA,Gd,GLQ,Unf,TA,Gd,Typ,TA,Unf,TA,TA,Y,NA,NA,7,5,302000
708,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,254000
709,IR1,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,179540
710,IR1,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,5,7,109900
711,IR1,Gtl,Gd,TA,TA,TA,No,Unf,Unf,Gd,TA,Maj2,NA,NA,NA,NA,N,NA,NA,3,6,52000
712,Reg,Mod,TA,TA,TA,TA,Mn,Unf,Unf,Gd,TA,Typ,NA,RFn,TA,TA,N,NA,NA,4,7,102776
713,IR1,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Gd,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,189000
714,Reg,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,5,129000
715,IR1,Gtl,Gd,TA,TA,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,6,8,130500
716,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,TA,Typ,TA,RFn,TA,TA,Y,NA,MnPrv,6,5,165000
717,Reg,Gtl,TA,Gd,TA,TA,No,Unf,Unf,Ex,TA,Typ,NA,Unf,TA,TA,P,NA,NA,7,8,159500
718,Reg,Gtl,TA,TA,Gd,TA,No,BLQ,Unf,Gd,Gd,Typ,Fa,Unf,TA,TA,Y,NA,MnPrv,5,6,157000
719,Reg,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,7,5,341000
720,IR1,Gtl,TA,TA,Gd,TA,Gd,ALQ,Unf,TA,TA,Typ,Po,Unf,TA,TA,Y,NA,NA,5,6,128500
721,IR1,Mod,Gd,TA,Gd,TA,Gd,GLQ,Unf,TA,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,8,5,275000
722,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,6,5,143000
723,Reg,Gtl,TA,Gd,TA,TA,No,ALQ,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,7,124500
724,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,6,135000
