MSZoning,Street,Alley,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,GarageType,SaleType,SaleCondition,MSSubClass,Electrical,MiscFeature
RL,Pave,NA,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,BuiltIn,WD,Normal,80,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,FR2,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,BuiltIn,WD,Normal,80,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,CBlock,GasA,Y,Attchd,WD,Normal,20,FuseA,NA
RM,Pave,NA,Bnk,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,BrkTil,GasA,Y,Detchd,WD,Normal,30,FuseA,NA
RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,CBlock,GasA,Y,Basment,COD,Abnorml,20,FuseA,NA
RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,NA,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,80,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,120,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Family,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA
RM,Pave,Grvl,Lvl,AllPub,Inside,OldTown,Norm,Norm,Duplex,SFoyer,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,Detchd,WD,Normal,90,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Plywood,None,BrkTil,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,NA,Oth,Abnorml,20,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasW,Y,Detchd,WD,Normal,70,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,HLS,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,Corner,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,N,Detchd,WD,Normal,30,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Attchd,WD,Abnorml,50,FuseA,NA
RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,N,NA,WD,Normal,50,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,ImStucc,None,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Stucco,Stucco,None,BrkTil,GasA,Y,Detchd,WD,Normal,30,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Detchd,COD,Abnorml,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,CulDSac,NWAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,BuiltIn,New,Partial,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,None,CBlock,GasA,Y,NA,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,Grav,N,Detchd,WD,Normal,190,FuseA,NA
RM,Pave,NA,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,Detchd,WD,Family,50,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Bnk,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Attchd,WD,Normal,70,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,Inside,OldTown,Artery,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Detchd,WD,Normal,70,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,Attchd,WD,Normal,20,FuseA,NA
RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Stone,Stone,None,PConc,GasA,Y,Attchd,WD,Abnorml,20,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,Corner,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,Detchd,WD,Normal,30,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,CBlock,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,Veenker,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,BrkFace,BrkFace,None,PConc,GasA,Y,Attchd,WD,Normal,80,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,Twnhs,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,WD,Normal,120,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,FR2,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,ConLD,Partial,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,Attchd,WD,Normal,160,SBrkr,NA
RL,Pave,NA,Low,AllPub,CulDSac,Crawfor,PosN,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Feedr,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,CarPort,WD,Alloca,90,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,FR2,Veenker,Feedr,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,None,PConc,GasA,Y,Attchd,WD,Normal,80,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,Edwards,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Stucco,None,CBlock,GasA,Y,Basment,WD,Normal,70,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,Attchd,WD,Normal,80,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,Shed
FV,Pave,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,Detchd,WD,Normal,160,SBrkr,NA
RL,Pave,NA,Bnk,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,NA,WD,Normal,50,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,Detchd,WD,Normal,70,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,1.5Fin,Hip,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,50,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RM,Pave,Grvl,Bnk,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,FR2,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Slab,GasA,Y,NA,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,Wood,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RM,Pave,NA,HLS,AllPub,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,Attchd,New,Partial,120,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,ImStucc,None,PConc,GasA,Y,Attchd,WD,Abnorml,60,SBrkr,NA
RL,Pave,Grvl,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Stucco,Stucco,None,BrkTil,GasA,Y,Detchd,WD,Normal,30,SBrkr,NA
RL,Grvl,NA,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,2Types,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,GasA,Y,Attchd,WD,Normal,50,SBrkr,NA
RL,Pave,NA,Bnk,AllPub,Corner,OldTown,Artery,Artery,2fmCon,2Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,CarPort,WD,Abnorml,190,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,NoRidge,Norm,Norm,1Fam,1Story,Gable,CompShg,ImStucc,ImStucc,None,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Low,AllPub,Inside,Mitchel,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,CBlock,GasA,Y,2Types,WD,Normal,190,SBrkr,NA
FV,Pave,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Detchd,WD,Normal,160,SBrkr,NA
RM,Pave,Grvl,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gambrel,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,120,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,Sawyer,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,Stone,CBlock,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,BuiltIn,New,Partial,60,SBrkr,NA
RM,Pave,NA,Bnk,AllPub,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,Detchd,ConLw,Normal,75,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Attchd,Oth,Abnorml,20,SBrkr,Shed
RL,Pave,NA,Lvl,AllPub,Corner,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,Corner,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,CulDSac,SawyerW,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RH,Pave,NA,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,CulDSac,Somerst,RRNn,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,Shed
RL,Pave,NA,Bnk,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,Wood,GasA,Y,Basment,WD,Normal,50,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Attchd,WD,Normal,30,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,CulDSac,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Attchd,WD,Normal,80,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Attchd,WD,Normal,85,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,Inside,Sawyer,RRAe,Norm,Duplex,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,Slab,GasA,Y,Attchd,WD,Normal,90,SBrkr,NA
FV,Pave,NA,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,Slab,GasA,N,NA,WD,Normal,50,SBrkr,NA
RM,Pave,NA,Lvl,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,CBlock,GasA,Y,NA,WD,Abnorml,160,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Attchd,WD,Abnorml,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,50,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,N,Detchd,WD,Normal,20,FuseA,NA
RL,Pave,NA,Lvl,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,80,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,CulDSac,Somerst,Feedr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Corner,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Attchd,New,Partial,120,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,BrkFace,HdBoard,None,CBlock,GasA,Y,Basment,WD,Normal,80,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Feedr,RRAe,Duplex,1.5Fin,Shed,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,BuiltIn,WD,Normal,90,SBrkr,Gar2
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,Duplex,SLvl,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,90,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,FR2,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,None,Slab,GasA,Y,CarPort,WD,Normal,90,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,COD,Abnorml,20,SBrkr,NA
RH,Pave,NA,Bnk,AllPub,Inside,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,N,NA,WD,Abnorml,70,FuseA,NA
RL,Pave,NA,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,Detchd,WD,Normal,70,FuseF,NA
RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,Stone,PConc,GasA,Y,BuiltIn,WD,Normal,160,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,FR2,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Detchd,WD,Abnorml,20,SBrkr,NA
RL,Pave,NA,HLS,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,WD,Family,85,SBrkr,NA
RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,NA,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA
RL,Pave,NA,HLS,AllPub,Corner,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,BrkFace,Stucco,None,PConc,GasA,Y,Detchd,WD,Normal,70,SBrkr,NA
